minute,stock_days,coverage_vs_maximum,expected
10:56,1452626,1.0,True
10:57,1452626,1.0,True
10:58,1452626,1.0,True
10:59,1452626,1.0,True
11:00,1452626,1.0,True
11:01,1452626,1.0,True
11:02,1452626,1.0,True
11:03,1452626,1.0,True
11:04,1452626,1.0,True
11:05,1452626,1.0,True
11:06,1452626,1.0,True
11:07,1452626,1.0,True
11:08,1452626,1.0,True
11:09,1452626,1.0,True
11:10,1452626,1.0,True
11:11,1452626,1.0,True
11:12,1452626,1.0,True
11:13,1452626,1.0,True
11:14,1452626,1.0,True
11:15,1452626,1.0,True
11:16,1452626,1.0,True
11:17,1452626,1.0,True
11:18,1452626,1.0,True
11:19,1452626,1.0,True
11:20,1452626,1.0,True
11:21,1452626,1.0,True
11:22,1452626,1.0,True
11:23,1452626,1.0,True
11:24,1452626,1.0,True
11:25,1452626,1.0,True
11:26,1452626,1.0,True
11:27,1452626,1.0,True
11:28,1452626,1.0,True
11:29,1452626,1.0,True
11:30,1452626,1.0,True
13:01,1452626,1.0,True
13:02,1452626,1.0,True
13:03,1452626,1.0,True
13:04,1452626,1.0,True
13:05,1452626,1.0,True
13:06,1452626,1.0,True
13:07,1452626,1.0,True
13:08,1452626,1.0,True
13:09,1452626,1.0,True
13:10,1452626,1.0,True
13:11,1452626,1.0,True
13:12,1452626,1.0,True
13:13,1452626,1.0,True
13:14,1452626,1.0,True
13:15,1452626,1.0,True
13:16,1452626,1.0,True
13:17,1452626,1.0,True
13:18,1452626,1.0,True
13:19,1452626,1.0,True
13:20,1452626,1.0,True
13:21,1452626,1.0,True
13:22,1452626,1.0,True
13:23,1452626,1.0,True
13:24,1452626,1.0,True
13:25,1452626,1.0,True
13:26,1452626,1.0,True
13:27,1452626,1.0,True
13:28,1452626,1.0,True
13:29,1452626,1.0,True
13:30,1452626,1.0,True
13:31,1452626,1.0,True
13:32,1452626,1.0,True
13:33,1452626,1.0,True
13:34,1452626,1.0,True
13:35,1452626,1.0,True
13:36,1452626,1.0,True
13:37,1452626,1.0,True
13:38,1452626,1.0,True
13:39,1452626,1.0,True
13:40,1452626,1.0,True
13:41,1452626,1.0,True
13:42,1452626,1.0,True
13:43,1452626,1.0,True
13:44,1452626,1.0,True
13:45,1452626,1.0,True
13:46,1452626,1.0,True
13:47,1452626,1.0,True
13:48,1452626,1.0,True
13:49,1452626,1.0,True
13:50,1452626,1.0,True
13:51,1452626,1.0,True
13:52,1452626,1.0,True
13:53,1452626,1.0,True
13:54,1452626,1.0,True
13:55,1452626,1.0,True
13:56,1452626,1.0,True
13:57,1452626,1.0,True
13:58,1452626,1.0,True
13:59,1452626,1.0,True
14:00,1452626,1.0,True
14:01,1452626,1.0,True
14:02,1452626,1.0,True
14:03,1452626,1.0,True
14:04,1452626,1.0,True
14:05,1452626,1.0,True
14:06,1452626,1.0,True
14:07,1452626,1.0,True
14:08,1452626,1.0,True
14:09,1452626,1.0,True
14:10,1452626,1.0,True
14:11,1452626,1.0,True
14:12,1452626,1.0,True
14:13,1452626,1.0,True
14:14,1452626,1.0,True
14:15,1452626,1.0,True
14:16,1452626,1.0,True
14:17,1452626,1.0,True
14:18,1452626,1.0,True
14:19,1452626,1.0,True
14:20,1452626,1.0,True
14:21,1452626,1.0,True
14:22,1452626,1.0,True
14:23,1452626,1.0,True
14:24,1452626,1.0,True
14:25,1452626,1.0,True
14:26,1452626,1.0,True
14:27,1452626,1.0,True
14:28,1452626,1.0,True
14:29,1452626,1.0,True
14:30,1452626,1.0,True
14:31,1452626,1.0,True
14:32,1452626,1.0,True
14:33,1452626,1.0,True
14:34,1452626,1.0,True
14:35,1452626,1.0,True
14:36,1452626,1.0,True
14:37,1452626,1.0,True
14:38,1452626,1.0,True
14:39,1452626,1.0,True
14:40,1452626,1.0,True
14:41,1452626,1.0,True
14:42,1452626,1.0,True
14:43,1452626,1.0,True
14:44,1452626,1.0,True
14:45,1452626,1.0,True
14:46,1452626,1.0,True
14:47,1452626,1.0,True
14:48,1452626,1.0,True
14:49,1452626,1.0,True
14:50,1452626,1.0,True
14:51,1452626,1.0,True
14:52,1452626,1.0,True
14:53,1452626,1.0,True
14:54,1452626,1.0,True
14:55,1452626,1.0,True
14:56,1452626,1.0,True
14:57,1452626,1.0,True
14:58,1452626,1.0,True
14:59,1452626,1.0,True
15:00,1452626,1.0,True
