trade_date,instruments,minutes,zero_volume_rate,spread_floor_zero,resid_p5_incl_zero,resid_median_incl_zero,resid_p95_incl_zero,degenerate_rate_incl_zero,spearman_incl_zero,resid_p5_excl_zero,resid_median_excl_zero,resid_p95_excl_zero,degenerate_rate_excl_zero,spearman_excl_zero,implied_price_p5,implied_price_p50,implied_price_p95
2019-12-26,997,239280,0.03490053493814778,5,4.6231161969681445,4.644576556405472,4.913163573738371,0.014127144298688193,0.990652880542533,4.609390468538894,4.61490207317642,4.635456357492102,0.0,0.9997678426802994,3.0362529706652563,9.03525284979558,48.79096537664034
2020-02-07,998,239520,0.019960754843019374,22,4.626422567578389,4.646640769337633,4.949071219967136,0.045081967213114756,0.9706850842566356,4.61300391325177,4.623772411462555,4.684315051007472,0.04405737704918033,0.9737591491908517,2.795263659605107,8.963143566904112,53.661060561726366
2020-03-12,997,239280,0.014727515880976262,5,4.62666127662599,4.6432785777329695,4.766581217480404,0.023185483870967742,0.9826486321543767,4.613702753169527,4.622308233494153,4.651900197350235,0.02217741935483871,0.9846993409126478,3.053501077508916,9.512642183195423,57.21066602930302
2020-04-16,997,239280,0.030098629220996324,10,4.62308281890992,4.643166139454644,4.963294971756213,0.03546099290780142,0.9740683304997435,4.609865591631504,4.616720071202835,4.645127458464929,0.025329280648429583,0.980579308616222,2.9742906492156598,8.933137308067769,51.23470034722904
2020-05-25,997,239280,0.04495987963891675,13,4.625670718918925,4.654306605787136,5.16381157013822,0.054933875890132246,0.9595458355037356,4.6099120117838215,4.61777192263322,4.664393685962414,0.04374364191251272,0.968117213776064,2.813555148936706,8.676914096060157,51.10617907803133
2020-06-30,991,237840,0.028300538176925665,7,4.621692664741321,4.642160140133799,4.97195258429829,0.044715447154471545,0.9737692683792427,4.608616852768452,4.615029920848103,4.6457862997045085,0.041666666666666664,0.9763932061847659,3.1772133405651894,10.180702768495765,62.766421566137055
2020-08-03,997,239280,0.011300568371782012,33,4.620520987048601,4.634406529657184,4.699170504470458,0.024896265560165973,0.9841333308159413,4.610691352837736,4.617831332706213,4.649085806612924,0.024896265560165973,0.9850583931267757,3.5873818517433533,11.52854618252871,67.10815560694986
2020-09-04,997,239280,0.017013540621865598,3,4.623486731528586,4.6407106940713785,4.778262805177044,0.022132796780684104,0.9887621964980743,4.610408114493803,4.617313726340969,4.645926957949646,0.022132796780684104,0.9909195183181728,3.5711520521994973,11.607894969044077,64.32159909194218
2020-10-16,996,239040,0.0317394578313253,0,4.624187465839249,4.646402529961965,4.968488856694124,0.0321285140562249,0.9831653346799643,4.60999229855393,4.616843421589522,4.642641911545256,0.023092369477911646,0.9904451896252693,3.427947982392287,10.89141097366915,61.33393751355385
2020-11-19,999,239760,0.025729896563229895,5,4.622858840580785,4.6449074809365225,4.992258069075308,0.04225352112676056,0.9777917613241764,4.609096765231894,4.616228636098544,4.64838073630895,0.03219315895372234,0.9840276444122661,3.4139188860491783,10.67960367447875,60.953584953805304
2020-12-23,996,239040,0.022498326639892905,11,4.625775984631807,4.644345535097524,4.843781583747171,0.02233502538071066,0.9850419111279344,4.611196931173803,4.619320703104135,4.642319684351749,0.015228426395939087,0.9890160594748832,3.226421901002084,10.001922896405352,58.76416999918435
2021-01-27,998,239520,0.030122745490981963,7,4.626224232708843,4.650673978825861,4.914818221566661,0.017154389505549948,0.9919855666269152,4.610781210373522,4.619687313983282,4.644564984646896,0.004036326942482341,0.9991482603900781,3.1352316910838014,10.630993677043952,74.50682825707345
2021-03-09,995,238800,0.017416247906197654,7,4.631252464722436,4.649652025413413,4.799500276655605,0.011133603238866396,0.99222560901686,4.6169185283050505,4.626706608451752,4.648295553110065,0.005060728744939271,0.9950952756027132,3.345800358885583,10.703127710881487,69.15568344059534
2021-04-13,999,239760,0.029950784117450783,10,4.625873965549238,4.65056678551514,4.937398306630554,0.02631578947368421,0.9879076830148217,4.610897404845314,4.618409633452169,4.639908026084947,0.006072874493927126,0.9968766972088238,3.2971084385331153,10.5744301775709,65.8278633292344
2021-05-20,998,239520,0.030423346693386772,4,4.62494448760269,4.646661215953617,4.925293753823056,0.029175050301810865,0.981486923920553,4.610111316244544,4.617390451687827,4.639086926378383,0.006036217303822937,0.9924913846652504,3.271645361312342,10.705204658475989,72.41802760605931
2021-06-24,995,238800,0.024271356783919597,11,4.625277583648953,4.646383223953058,4.863479528707726,0.021341463414634148,0.9838393144462548,4.609734693945881,4.619098975235388,4.645292381775468,0.007113821138211382,0.990882656654547,3.4090111849394322,11.285183330277333,74.31213629435271
2021-07-28,998,239520,0.018557949231796926,5,4.631854494125146,4.653776104996737,4.849284323163174,0.012084592145015106,0.9940724708168562,4.615582411603597,4.629827826789105,4.658615488165487,0.006042296072507553,0.997711214710282,3.3471312706653125,12.339198196162181,86.53176182245582
2021-08-31,998,239520,0.014478957915831663,15,4.624911538666433,4.644166787839384,4.808159310769816,0.014242115971515769,0.9905275570902293,4.611807100885284,4.622704077349068,4.649289283647153,0.006103763987792472,0.9935821430039008,3.6434543213216637,13.471305124231407,92.94633379147434
2021-10-13,999,239760,0.02624290957624291,6,4.625671132813978,4.647396842530287,5.068065105208212,0.045317220543806644,0.9820650316692655,4.611353657192092,4.619023881085165,4.645115087022171,0.006042296072507553,0.9945783380927278,3.5680291651184586,12.637189088491912,82.66107144876716
2021-11-16,997,239280,0.016340688732865264,7,4.623645473159998,4.642578062105745,4.796127396366057,0.010101010101010102,0.9950084163278834,4.610688732402474,4.619494752199408,4.64155614986907,0.00404040404040404,0.9974098809445188,3.589541698763927,13.694117675674402,89.1539560275873
2021-12-20,999,239760,0.013058892225558892,6,4.624133942172082,4.644176581789878,4.762124051653918,0.010070493454179255,0.9929640726254785,4.610630808438546,4.62185936000626,4.6496057499014345,0.005035246727089627,0.994926258935893,3.7860870889678258,13.995703905030588,90.0781308903171
2022-01-24,999,239760,0.03777944611277945,7,4.622743856073482,4.642620285632113,5.022039618783554,0.04607329842931937,0.9619182305319034,4.610401675130379,4.618112595135133,4.641356170546091,0.02617801047120419,0.9676598340164111,3.1880167611000716,14.347031648687151,101.14839219497118
2022-03-04,999,239760,0.016896062729396064,6,4.623226486489462,4.64192769025607,4.853209701727667,0.02014098690835851,0.9940659353635509,4.611515648186123,4.619198205544377,4.638878432455754,0.0030211480362537764,0.9996110476130676,3.731833356149066,14.23489806574831,95.67691630474094
2022-04-11,997,239280,0.035272484119023735,13,4.62934805067077,4.648814973453589,4.832574474293502,0.024287222808870117,0.9904197734191854,4.6154896863567965,4.627177961095803,4.648027081143229,0.0031678986272439284,0.9954656036025604,3.7101000993363815,12.469701906658853,77.92000088967276
2022-05-18,998,239520,0.021509686038744154,8,4.620428497648467,4.640521377162604,4.882193552001968,0.024242424242424242,0.9884125816341378,4.610442298230248,4.617156788774091,4.63776085614652,0.0030303030303030303,0.9987990048486701,3.3204911127702696,11.700200105460919,74.64843284555381
2022-06-22,997,239280,0.01617769976596456,6,4.623126376374879,4.6405856088606425,4.797561082130039,0.016145307769929364,0.9947788891617915,4.611680389513385,4.619591729584793,4.638040255089688,0.004036326942482341,0.9995749501619483,3.430667108531132,12.509354156861153,83.6382322814433
2022-07-26,999,239760,0.018293293293293295,5,4.620344532908203,4.636123125792009,4.949247808564409,0.03219315895372234,0.9909302403901549,4.609645057758568,4.615300524737139,4.635797606168253,0.0030181086519114686,0.9975702913113063,3.558869008995539,13.866298692403307,96.93053435406227
2022-08-29,999,239760,0.01697947947947948,5,4.620762955305223,4.638012139135361,4.834532317190032,0.02112676056338028,0.9945269721589806,4.6103954874369215,4.616101950433389,4.633812344406346,0.004024144869215292,0.9994522356570712,3.586265760437528,13.816269749361915,99.19064656547553
2022-10-10,999,239760,0.01951951951951952,10,4.6264076041092705,4.648280136701949,4.8389667587217815,0.017189079878665317,0.9936605058918963,4.613127777424694,4.622371181431369,4.642239676337835,0.003033367037411527,0.998041565622402,3.1012608539428625,11.817494100850386,84.90703939681546
2022-11-11,998,239520,0.01111806947227789,6,4.622582796702834,4.639832119881081,4.735221537882084,0.011088709677419355,0.9948823528688715,4.611852295215836,4.621098713138231,4.642167146652845,0.006048387096774193,0.996097730524706,3.311308123664894,13.536862595459384,95.37280369538627
2022-12-15,997,239280,0.01797475760615179,2,4.620799394741003,4.6385303486249905,4.857236876245905,0.018090452261306532,0.9933676638403831,4.609711077298497,4.616620885582755,4.635599484101365,0.0020100502512562816,0.9990441892941454,3.3153704141837186,13.54339841642638,89.62243431987484
2023-01-19,998,239520,0.013305778223112892,3,4.61695200366338,4.632645991434135,4.783556032165045,0.010050251256281407,0.9982956644951725,4.608333912638076,4.612608205999034,4.628746209435699,0.0020100502512562816,0.9997797951457403,3.342282643105053,13.92449437599683,100.6916511933635
2023-03-01,999,239760,0.011995328661995328,0,4.616241980036743,4.630016090476539,4.762158581027244,0.009009009009009009,0.9979476756452114,4.607925609624933,4.612598204948418,4.627574643477167,0.001001001001001001,0.9997302201360582,3.7048609280405502,14.640088746155554,103.08008150647858
2023-04-04,999,239760,0.00891307974641308,1,4.6199798339616045,4.6370120715654055,4.705601013540954,0.006012024048096192,0.9975675455780465,4.610222960286145,4.618970280937119,4.641008433305048,0.003006012024048096,0.9981282618118643,3.5032079918145174,14.847457638583984,96.63117631547365
2023-05-12,997,239280,0.020097793380140422,4,4.621960498487533,4.6423341111017855,4.89412137297421,0.025176233635448138,0.9885266136662806,4.610852061421694,4.618630951383571,4.642947984967517,0.0030211480362537764,0.9945523409857642,3.496958990975034,13.537714785770248,86.23609818059566
2023-06-15,996,239040,0.016034973226238286,2,4.619200840539123,4.63705331084637,4.829945866294277,0.01710261569416499,0.9965848249824896,4.609383095684556,4.6157207576587815,4.637557536141132,0.0030181086519114686,0.9994125403626637,3.3993041677622235,13.594064103203873,81.00051892801912
2023-07-21,999,239760,0.015215215215215214,2,4.618452382675167,4.6339826192557805,4.808045259319043,0.01805416248746239,0.996265508881272,4.608893073829768,4.614122684886145,4.629373612022987,0.0020060180541624875,0.9990018130577848,3.6363590249157327,13.699744079192707,80.64371696994175
2023-08-24,998,239520,0.01778557114228457,6,4.622011144700461,4.640645031795402,4.86356672219198,0.019153225806451613,0.9950256883151397,4.611696880655385,4.6169453727247625,4.634609395442417,0.0010080645161290322,0.9998901679355724,3.57672659406326,13.140561425046032,70.46780201514488
2023-09-27,999,239760,0.019498665331998667,3,4.619866899689782,4.639001216417693,4.834388199747788,0.019076305220883535,0.9946604162575724,4.60865486856434,4.61379554280343,4.62538349457631,0.0030120481927710845,0.9978911846596672,3.5450497087206205,12.845102883933073,71.810548034625
2023-11-08,999,239760,0.012278945612278946,4,4.619884038690244,4.635060258906536,4.744644422785532,0.006030150753768844,0.9980021007565386,4.6092862200387525,4.613857124144568,4.629851367460647,0.0010050251256281408,0.9993546005745726,3.512559697078033,12.968693868865032,75.393650823939
2023-12-12,1000,240000,0.01718333333333333,2,4.61961455953275,4.6386712177787555,4.806863568455918,0.013026052104208416,0.9970214790842469,4.608769131834942,4.613132001709896,4.627080969322254,0.001002004008016032,0.9998304203559865,3.4402428491716273,13.719018736265081,75.49013363836836
2024-01-16,999,239760,0.013630296963630297,2,4.6239113124213755,4.639398643948429,4.743421911026774,0.014042126379137413,0.9977207222486424,4.612573454596302,4.618722532674596,4.6305243152144,0.0020060180541624875,0.9993932741053284,3.2265258962834,12.637792242529958,68.00649158375043
2024-02-27,1000,240000,0.008979166666666667,3,4.619845757570191,4.637884632653613,4.690955130475587,0.0050150451354062184,0.9945810570403326,4.610890064373879,4.619347786474937,4.638471371806105,0.0020060180541624875,0.9949347753980115,3.095108283013286,11.952052851354011,64.13065966527373
2024-04-01,1000,240000,0.010029166666666667,11,4.618722846696648,4.634010394102648,4.693815830196926,0.005055611729019211,0.9990195485550801,4.609600484068264,4.615277380010232,4.632219122393189,0.0010111223458038423,0.9997329847559587,3.244216433397333,12.374230682283521,63.36781260039057
2024-05-10,999,239760,0.010577243910577244,9,4.622901090015785,4.639186508623744,4.690994986027945,0.00808080808080808,0.9960408630654883,4.610850337242102,4.620797404755908,4.642265421175313,0.00404040404040404,0.9963247738295642,3.154962944770731,12.368932738179673,60.394823350922124
2024-06-14,999,239760,0.009380213546880213,5,4.620070437438106,4.634110296909956,4.669706378474187,0.0,0.9997212899091057,4.61055092581354,4.615415345029712,4.629774238308989,0.0,0.999948354889752,2.7614223920799903,11.487255110380815,55.957442858366676
2024-07-18,998,239520,0.01410320641282565,0,4.622377447776837,4.639548795109054,4.728125116619478,0.00501002004008016,0.9973095269903997,4.61064681058725,4.617377665497173,4.633048397290605,0.001002004008016032,0.9987597789627841,2.9280602775914053,11.033151353421601,51.191314113925124
2024-08-21,999,239760,0.02340674007340674,3,4.621454726783735,4.64198104863506,4.85542610688147,0.025100401606425703,0.9885632807034272,4.610066376772816,4.615736726497378,4.63099139468332,0.002008032128514056,0.9994380640225049,2.82457561502894,10.601792708870438,44.99610345812408
2024-09-26,1000,240000,0.0094125,6,4.628184354860282,4.643987887544798,4.738748045274369,0.005030181086519115,0.9941255831874221,4.618274574496631,4.628842595353719,4.651318670854106,0.0030181086519114686,0.9948964506967202,3.0946439326537005,11.083528669718994,44.53086312698609
2024-11-06,998,239520,0.0070056780227120904,21,4.622680059145781,4.6389563437893955,4.676627081270495,0.004098360655737705,0.9981977762836811,4.6121365684234235,4.6215914100493105,4.650949823328689,0.004098360655737705,0.9982250556669368,3.731293176304537,14.0075333487449,67.53768891804485
2024-12-10,1000,240000,0.0071291666666666665,10,4.625203023440349,4.637615091893285,4.671328593816041,0.005050505050505051,0.9959675932033185,4.613305139489688,4.620958048412399,4.642015198452713,0.00404040404040404,0.9960934988609681,4.111845202914566,14.298553530506943,65.04964911209868
