date,seed_20260801,seed_20260812,seed_20260823,seed_mean,year,age,block,stress
2022-05-24,0.04122710596117312,0.018446429826463093,0.038504994919658475,0.03272617690243156,2022,91,2,False
2022-05-25,0.11214198213569031,0.12324514796660939,0.13041844531393873,0.1219351918054128,2022,92,2,False
2022-05-26,0.05142770823002181,0.06871923004186575,0.07342250702236333,0.06452314843141697,2022,93,2,False
2022-05-27,0.013752223568385524,0.05977270281131,0.05043785191552144,0.04132092609840566,2022,94,2,False
2022-05-30,0.05681785766384033,0.10535899328206826,0.0886911518900343,0.08362266761198096,2022,95,2,False
2022-05-31,0.07644824453575476,0.09136547262144466,0.10862413177218536,0.09214594964312826,2022,96,2,False
2022-06-01,0.05574478910574583,0.10541570006074655,0.1007782232360769,0.08731290413418975,2022,97,2,True
2022-06-02,0.05194506090604849,0.0863926259192655,0.06475958336441023,0.06769909006324142,2022,98,2,True
2022-06-06,0.036097740941412694,0.03193684345674055,0.03293477097270669,0.033656451790286646,2022,99,2,False
2022-06-07,0.06324557971615029,-0.029600731920981015,0.013532659554485143,0.015725835783218137,2022,100,2,False
2022-06-08,0.07113376413643213,0.033975055756241046,0.04310201660888127,0.049403612167184814,2022,101,2,False
2022-06-09,0.1222796528316717,0.08166847555113858,0.1154276337692267,0.10645858738401233,2022,102,2,False
2022-06-10,0.10248743337906013,0.06801680829706909,0.08773561104528685,0.08607995090713867,2022,103,2,False
2022-06-13,-0.030991721924816605,-0.03501148636728254,-0.030500806111310234,-0.032168004801136456,2022,104,2,False
2022-06-14,0.05055923261615945,0.06755917230887483,0.05774418246613671,0.058620862463723666,2022,105,2,False
2022-06-15,0.03275858830259498,0.07796808086122872,0.08578719498801626,0.06550462138394665,2022,106,2,False
2022-06-16,0.09836058390014438,0.15335756491231828,0.12783234087416173,0.12651682989554147,2022,107,2,True
2022-06-17,0.03714461185066002,0.014680050408341461,0.040675388000470804,0.030833350086490758,2022,108,2,False
2022-06-20,0.005752278081163506,0.03908892427869834,0.008401468228078891,0.017747556862646913,2022,109,2,False
2022-06-21,0.10219830230273301,0.07542413409759516,0.104299338953297,0.09397392511787506,2022,110,2,False
2022-06-22,0.04259401239334914,0.05091903470929086,0.055675591875909,0.049729546326183004,2022,111,2,True
2022-06-23,0.01190076262462027,0.009844200250954862,0.008058371779391966,0.009934444884989032,2022,112,2,True
2022-06-24,0.006621395943209949,0.0022298240428545394,0.022317483812027174,0.01038956793269722,2022,113,2,True
2022-06-27,0.042754342750803316,0.020064365321144795,0.0095607691568318,0.024126492409593303,2022,114,2,False
2022-06-28,0.030902580946892803,0.04061972194468774,0.038166299680505535,0.03656286752402869,2022,115,2,True
2022-06-29,0.0596264293621998,0.03682069234911132,0.06968074514011352,0.055375955617141544,2022,116,2,False
2022-06-30,0.09497134364447998,0.06253651045276397,0.06792308076304589,0.07514364495342994,2022,117,2,False
2022-07-01,0.07983319321607102,0.07986653095942714,0.0778996101375815,0.0791997781043599,2022,118,2,True
2022-07-04,0.03889680548451748,-0.005206884811398181,-0.005392726200167594,0.00943239815765057,2022,119,2,False
2022-07-05,0.047330260631258995,0.07945839547642859,0.06444096996054977,0.06374320868941245,2022,120,2,False
2022-07-06,0.058021947537296524,0.025382298485570696,0.057174393663578044,0.04685954656214842,2022,121,3,True
2022-07-07,0.022794816148022836,0.02214939215559321,0.021287094450277995,0.022077100917964682,2022,122,3,True
2022-07-08,0.0605663027168828,0.07398380710448882,0.04571868610748742,0.06008959864295301,2022,123,3,False
2022-07-11,0.012825929847261514,-0.007313763603957411,-0.041949846719549294,-0.01214589349208173,2022,124,3,False
2022-07-12,0.0794639508171499,0.019702183959933853,0.0407423573226573,0.04663616403324702,2022,125,3,False
2022-07-13,0.012650114185238016,0.09362676668248546,0.07537760196839748,0.060551494278706985,2022,126,3,True
2022-07-14,0.06827543991097969,0.06306535438050226,0.08352053575040305,0.07162044334729499,2022,127,3,True
2022-07-15,-0.0036126244631002153,-0.04700770506862718,-0.06823126564710044,-0.03961719839294261,2022,128,3,False
2022-07-18,0.04060733990531517,-0.011610582226483077,0.011290901370121429,0.013429219682984508,2022,129,3,True
2022-07-19,0.0827949094055488,0.05903131704635169,0.09022506004891676,0.07735042883360575,2022,130,3,False
2022-07-20,0.043074909763088885,0.06763150556707309,0.05531951034637567,0.05534197522551255,2022,131,3,False
2022-07-21,0.1101880856608293,0.08996626136639721,0.10520506652591809,0.10178647118438154,2022,132,3,False
2022-07-22,0.041595337801037996,0.06536531121651065,0.051855424949055644,0.052938691322201435,2022,133,3,False
2022-07-25,0.04957363615726427,0.04854331144417334,0.04576742685281669,0.04796145815141809,2022,134,3,False
2022-07-26,0.04049653028356948,0.03645006193933983,0.049159873114297994,0.04203548844573577,2022,135,3,False
2022-07-27,0.007993535929067295,0.03230401003576366,0.00026830914034419167,0.013521951701725049,2022,136,3,False
2022-07-28,0.04138977667693582,0.027691610125508966,0.02600974195067601,0.03169704291770693,2022,137,3,False
2022-07-29,0.0521053740761467,0.09715424379887908,0.07669304554104714,0.0753175544720243,2022,138,3,False
2022-08-01,-0.03568864457716386,-0.03146937522109667,-0.006806949062988407,-0.024654989620416314,2022,139,3,True
2022-08-02,0.05741949269890301,0.05626791977514903,0.04840781004684588,0.054031740840299304,2022,140,3,True
2022-08-03,0.020647352670096673,-0.006520564731996025,-0.006098196710619165,0.002676197075827161,2022,141,3,False
2022-08-04,0.021645361873610512,0.06753859961826997,0.0441158412441092,0.04443326757866323,2022,142,3,True
2022-08-05,0.12610883653482835,0.12950905717175248,0.14466196735209108,0.13342662035289063,2022,143,3,False
2022-08-08,0.058917433801158346,0.04053126364372082,0.054135691141207906,0.05119479619536236,2022,144,3,False
2022-08-09,0.0679614093687732,0.014527117619355604,0.044504607375265376,0.04233104478779806,2022,145,3,False
2022-08-10,0.12551805201532376,0.1285218004435935,0.09783864532400699,0.11729283259430807,2022,146,3,False
2022-08-11,0.04670921964378885,0.015071909619540254,0.01515105950976148,0.02564406292436353,2022,147,3,False
2022-08-12,0.02311965428398228,-0.013986445520967932,0.01719509603243012,0.00877610159848149,2022,148,3,False
2022-08-15,0.10364500136858883,0.07569324030836316,0.08497251783051218,0.08810358650248806,2022,149,3,False
2022-08-16,0.0714613043526597,0.09095979451106258,0.07096193700368746,0.07779434528913658,2022,150,3,False
2022-08-17,0.015108959187539442,0.04672042497129999,0.03589597968195174,0.03257512128026372,2022,151,3,False
2022-08-18,0.04483578713118504,0.04931357164208342,0.03852992219091971,0.04422642698806273,2022,152,3,False
2022-08-19,-0.002093025334918942,0.043675604623238155,0.008397654147763618,0.01666007781202761,2022,153,3,False
2022-08-22,0.09174409990368641,0.0704450452400386,0.07338190007253251,0.0785236817387525,2022,154,3,False
2022-08-23,0.03376888376972329,0.0377317918521145,0.014013889985917407,0.028504855202585066,2022,155,3,False
2022-08-24,-0.0002057266110798408,0.00951397749174514,0.02300046087353092,0.010769570584732074,2022,156,3,False
2022-08-25,0.10400658422028326,0.09111544905010675,0.1009108729062785,0.09867763539222284,2022,157,3,False
2022-08-26,0.07857502989871355,0.08638044670639668,0.0766360758791612,0.08053051749475715,2022,158,3,False
2022-08-29,0.10382320815313675,0.12030107138038255,0.11891099583455733,0.11434509178935888,2022,159,3,False
2022-08-30,-0.009345339861589431,-0.006309610572143097,-0.010384595609559425,-0.00867984868109732,2022,160,3,False
2022-08-31,0.0127036619131341,0.04991886624291356,0.03803623548317669,0.033552921213074786,2022,161,3,False
2022-09-01,0.0705100348783473,0.08799972668440235,0.0679502228463657,0.07548666146970512,2022,162,3,False
2022-09-02,0.08269847574533469,0.08200281765801527,0.06933700796355406,0.07801276712230133,2022,163,3,False
2022-09-05,0.0505619499132797,0.042329293134562206,0.06679809494050676,0.053229779329449556,2022,164,3,False
2022-09-06,0.04292358797577842,0.07355166863614328,0.0713879323771103,0.062621062996344,2022,165,3,False
2022-09-07,0.06204803407052352,0.024592905030790892,0.04191447059389118,0.0428518032317352,2022,166,3,False
2022-09-08,0.020562740479221246,0.03223064519456234,-0.008104325455088487,0.014896353406231697,2022,167,3,False
2022-09-09,0.01631216421727521,0.0526872740345235,0.053018802003113374,0.040672746751637366,2022,168,3,False
2022-09-13,0.011789341559259654,-0.08003366407046202,-0.018885932303427177,-0.029043418271543178,2022,169,3,False
2022-09-14,-0.060012482519004894,-0.06577733879667809,-0.064951840809988,-0.06358055404189032,2022,170,3,False
2022-09-15,0.022217276235962563,0.0386167987985449,0.04073144404367448,0.03385517302606065,2022,171,3,False
2022-09-16,0.05574979205003779,0.03390174487613267,0.054348193098821454,0.04799991000833064,2022,172,3,False
2022-09-19,0.002369257723457111,0.00039034750063049895,-0.0011707095028758827,0.0005296319070705758,2022,173,3,False
2022-09-20,0.025749844688623923,-0.013202865316194088,-0.014887800263657339,-0.0007802736304091678,2022,174,3,False
2022-09-21,-0.058663983340912336,-0.020129678487058232,-0.026181600326389352,-0.03499175405145331,2022,175,3,False
2022-09-22,-0.060467482281874554,-0.050044214203641,-0.06540044834840739,-0.05863738161130765,2022,176,3,False
2022-09-23,-0.026214520628400816,0.03375020409740204,0.024995362725975773,0.010843682064992331,2022,177,3,False
2022-09-26,0.0749261188994641,0.045588432991511836,0.06129204490006065,0.060602198930345526,2022,178,3,False
2022-09-27,0.010967142004115126,0.010677358336725312,0.03641888593705378,0.019354462092631405,2022,179,3,False
2022-09-28,-0.006659778972589746,0.08632864837462596,0.07340756711912759,0.05102547884038794,2022,180,3,False
2022-09-29,0.05327442455154728,0.004837052159357351,0.020514557388080164,0.02620867803299493,2022,181,4,False
2022-09-30,-0.03556084832275137,-0.06355479943350613,-0.05904083748725508,-0.0527188284145042,2022,182,4,False
2022-10-10,0.07580693686729802,0.005960227220581316,0.03878350094995584,0.04018355501261173,2022,183,4,False
2022-10-11,0.04069211054348016,0.03475886352610471,0.043716548309560344,0.03972250745971507,2022,184,4,False
2022-10-12,0.015856554686726934,0.009863968589571033,0.03331085708374725,0.01967712678668174,2022,185,4,False
2022-10-13,0.03177807766423422,0.016431078314837023,0.042931018468148785,0.030380058149073342,2022,186,4,True
2022-10-14,0.07759408118322969,0.07117326795060144,0.06444533971242444,0.0710708962820852,2022,187,4,False
2022-10-17,0.06225912640505981,0.0615903865399533,0.08323259003503404,0.06902736766001571,2022,188,4,False
2022-10-18,0.02074413034996446,0.03144631485164769,0.030267194439532744,0.027485879880381633,2022,189,4,False
2022-10-19,0.06854465201700224,0.0913398129431366,0.07741016552820466,0.07909821016278118,2022,190,4,False
2022-10-20,0.08387098885363929,0.09196894832688753,0.09463202270676091,0.09015731996242925,2022,191,4,False
2022-10-21,0.039782220033612904,0.07731149994493364,0.07734627422762104,0.06481333140205586,2022,192,4,False
2022-10-24,0.07474462551609991,0.05692311039454446,0.08893235063898977,0.07353336218321138,2022,193,4,False
2022-10-25,0.03360480563672759,0.05307770052590799,0.05322841111988047,0.04663697242750534,2022,194,4,True
2022-10-26,0.005665217324381794,-0.014191847945656694,-0.004636139757909438,-0.004387590126394779,2022,195,4,True
2022-10-27,0.02235180019489077,0.059260030536294285,0.033428248809658584,0.038346693180281215,2022,196,4,True
2022-10-28,0.017210649138032386,0.031838194887664345,0.011577035011954055,0.020208626345883596,2022,197,4,True
2022-10-31,0.13661354291953567,0.11350996661994266,0.12309351553832588,0.12440567502593473,2022,198,4,True
2022-11-01,-0.022904390134025013,-0.022795527013318828,-0.01819944497052077,-0.021299787372621535,2022,199,4,False
2022-11-02,0.10235892038666707,0.1202577968457478,0.12597645517925088,0.11619772413722192,2022,200,4,False
2022-11-03,0.02410346930023065,-0.004181747276725422,0.01465495129790693,0.011525557773804053,2022,201,4,False
2022-11-04,0.03207195923202012,0.015232085141452698,0.017837731126249076,0.02171392516657396,2022,202,4,False
2022-11-07,0.056442886302981325,0.05512403117622045,0.051311533732439636,0.05429281707054714,2022,203,4,False
2022-11-08,0.05628963153528189,0.052128302825813336,0.05212046242280463,0.05351279892796662,2022,204,4,False
2022-11-09,0.019667311283551557,-0.016115724835336805,0.019162967227365803,0.007571517891860185,2022,205,4,False
2022-11-10,0.08368622954674669,0.07659375826718516,0.086821634302997,0.08236720737230961,2022,206,4,True
2022-11-11,0.013310002641961211,0.01652868941137876,0.013948266404208577,0.014595652819182849,2022,207,4,True
2022-11-14,0.005840020493223647,0.007884055130349074,0.00513319298733894,0.006285756203637221,2022,208,4,False
2022-11-15,0.07038589893072607,0.07791026923900875,0.051938764789490964,0.06674497765307526,2022,209,4,False
2022-11-16,0.033285517810848424,0.05792900512858255,0.04125880180704598,0.04415777491549231,2022,210,4,False
2022-11-17,0.03488209126473942,0.0277913963620566,0.03694263364239725,0.03320537375639775,2022,211,4,False
2022-11-18,0.03908023618506876,0.026379676685166165,0.0597461400563625,0.04173535097553247,2022,212,4,False
2022-11-21,0.05166216537401101,0.04644430311255568,0.029383147980667337,0.04249653882241134,2022,213,4,False
2022-11-22,0.046453220918291176,0.01553303682385081,0.026046839916718877,0.029344365886286954,2022,214,4,False
2022-11-23,0.0540610056148924,0.0924718352054048,0.07364414356023076,0.07339232812684265,2022,215,4,False
2022-11-24,0.07785780014956897,0.01978512070073982,0.03421222081070518,0.04395171388700466,2022,216,4,False
2022-11-25,0.02868485703334015,0.026868097705767688,0.046850043072714814,0.03413433260394089,2022,217,4,False
2022-11-28,0.0381079790958935,0.019075850091233217,0.022800874631160067,0.02666156793942893,2022,218,4,False
2022-11-29,0.019811650046492536,0.024208102445427992,0.03739803136586339,0.027139261285927974,2022,219,4,False
2022-11-30,0.07829202495937024,0.08810213774117102,0.0968909349905201,0.08776169923035378,2022,220,4,False
2022-12-01,0.022730359289846645,0.011619439928476425,0.0252018797086379,0.019850559642320322,2022,221,4,False
2022-12-02,0.016819299675022638,0.025830166735588703,-0.00772073919494863,0.01164290907188757,2022,222,4,False
2022-12-05,0.03092723183848341,0.06940036939861767,0.057184990362106176,0.05250419719973575,2022,223,4,False
2022-12-06,-0.009914471861081414,-0.0015971063214416153,0.02578139992182161,0.00475660724643286,2022,224,4,False
2022-12-07,0.02345584559358133,0.03726187193219735,0.02403160097217949,0.02824977283265272,2022,225,4,False
2022-12-08,-0.01262338654899096,-0.00921608040308718,-0.01578534632255199,-0.01254160442487671,2022,226,4,False
2022-12-09,0.05668500726992951,0.07736369321862324,0.08390455560873929,0.07265108536576402,2022,227,4,False
2022-12-12,0.03226933030803876,-0.0119886928099594,-0.010213198073756211,0.0033558131414410494,2022,228,4,False
2022-12-13,0.020233315393632552,0.03726861848617519,0.04489322364128692,0.03413171917369822,2022,229,4,False
2022-12-14,0.04117253972060366,0.08601291722713669,0.05546759386059089,0.06088435026944375,2022,230,4,False
2022-12-15,0.009725998918671043,-0.025271520426747452,-0.012230623273249294,-0.009258714927108566,2022,231,4,False
2022-12-16,0.07332538704234094,0.11906415436617364,0.10304860485494721,0.09847938208782059,2022,232,4,False
2022-12-19,0.06906757004200387,0.10625125995290265,0.05477911650172088,0.07669931549887579,2022,233,4,False
2022-12-20,0.017683919111355507,0.028389377467712164,0.0429409592121611,0.029671418597076255,2022,234,4,False
2022-12-21,0.13217968803130764,0.15682467755075014,0.15853378385651304,0.14917938314619028,2022,235,4,False
2022-12-22,0.0681867819092995,0.04450703396823794,0.06378056574174669,0.058824793873094715,2022,236,4,False
2022-12-23,0.08935998062857477,0.09624975285337911,0.09399133074459826,0.09320035474218404,2022,237,4,False
2022-12-26,0.0919022543757636,0.17529851569619279,0.17373492037848048,0.14697856348347896,2022,238,4,False
2022-12-27,0.06195529258783024,0.08322060152487766,0.09036805148364399,0.0785146485321173,2022,239,4,False
2022-12-28,0.07931143073179664,0.054475058781663116,0.09529252901253742,0.07635967284199906,2022,240,4,False
2023-01-03,0.0004155977382401708,-0.008678630684630474,-0.024101412980340842,-0.010788148642243714,2023,1,1,False
2023-01-04,0.041275251116754376,0.031500973981046614,0.05971880410537154,0.04416500973439084,2023,2,1,False
2023-01-05,0.013073933287026444,0.010483651109720223,-0.008766973325895575,0.004930203690283697,2023,3,1,True
2023-01-06,0.01944934394833892,0.018438945458129012,0.027460137202110303,0.021782808869526077,2023,4,1,False
2023-01-09,0.027983288883929952,0.04097450076190703,0.04356745179490194,0.037508413813579645,2023,5,1,False
2023-01-10,0.07478772382564781,0.07991553409510302,0.08287855422738982,0.07919393738271356,2023,6,1,False
2023-01-11,0.04660426275316941,0.02795301548852566,0.04264039569180813,0.03906589131116773,2023,7,1,False
2023-01-12,0.043816131636706473,0.043356061358139145,0.04120074274736366,0.04279097858073643,2023,8,1,False
2023-01-13,0.09109747959806709,0.04862212963391149,0.08395937101716919,0.07455966008304925,2023,9,1,False
2023-01-16,0.07204240352013204,0.0810847659921339,0.08149299524346472,0.07820672158524355,2023,10,1,False
2023-01-17,0.02975404425234691,0.018390824287833913,0.008278691728454224,0.01880785342287835,2023,11,1,False
2023-01-18,-0.005910349353640861,-0.0027747102795107224,0.013727360567756515,0.0016807669782016438,2023,12,1,False
2023-01-19,-0.0004053463195468106,-0.01728722707530819,0.00628683672883222,-0.0038019122220075926,2023,13,1,False
2023-01-20,0.05982822268557849,0.049332843852917176,0.042345067406396396,0.050502044648297356,2023,14,1,False
2023-01-30,-0.010250741558250455,-0.04743602302294454,-0.021060147933845617,-0.02624897083834687,2023,15,1,False
2023-01-31,0.024777577803489357,0.0442039660699242,0.042369413760530446,0.03711698587798134,2023,16,1,False
2023-02-01,0.0818122889662606,0.08562661133310075,0.10332921718656025,0.09025603916197387,2023,17,1,False
2023-02-02,0.03970679424159557,0.0193465634128687,0.034689508235629794,0.031247621963364686,2023,18,1,False
2023-02-03,0.08441232840570118,0.10184309536463435,0.0781186900483611,0.08812470460623222,2023,19,1,False
2023-02-06,0.06790058636322986,0.061188371061877925,0.047829423754456535,0.05897279372652144,2023,20,1,False
2023-02-07,0.08018243662814166,0.09544095530826648,0.09031681054126754,0.08864673415922524,2023,21,1,False
2023-02-08,0.10812473678383985,0.08041904692819736,0.11238551971718592,0.10030976780974105,2023,22,1,False
2023-02-09,0.06905602136436907,0.05977383450834126,0.07001187389528743,0.06628057658933259,2023,23,1,False
2023-02-10,0.028670717171147882,0.02143736371867405,0.014154624501765812,0.021420901797195913,2023,24,1,False
